Sentence,Anger,Fear,Joy,Sadness,Surprise
"What are you thinking , Lieutenant , that I'm a coward ?",1,0,0,0,0
What are you trying to say ?,1,0,0,0,0
"What are you , my mother ?",1,1,0,0,0
What baby ?,1,0,0,0,1
What could possibly be the matter ?,1,0,0,0,0
What crap !,1,0,0,0,0
"What did I tell you , [PERSON] ?",1,0,0,0,0
What did I tell you ?,1,0,0,0,0
"What did this boy do that frogface didn't do ? [PERSON] , I want to talk to you .",1,0,0,0,0
What do I care about your philosophy of the soldier ?,1,0,0,0,0
What do I have to do ? Grow up .,1,0,0,0,0
What do you call it ?,1,0,0,0,0
What do you care ?,1,0,0,0,0
What do you hope to accomplish ?,1,0,0,0,0
What do you know about this ?,1,0,0,0,0
What do you mean you didn't see ?,1,0,0,0,0
"What do you mean , I'm not the type ?",1,0,0,0,0
"What do you mean , no ? You callin' me a liar ?",1,0,0,0,0
"What do you mean , you can't ?",1,0,0,0,0
"What do you mean , you're downstairs , you idiot ?",1,0,0,0,0
"What do you think I am , stupid ?",1,0,0,0,0
What do you want here ?,1,0,0,0,0
"What do you want , Cat ?",1,0,0,0,0
What does it matter ?,1,0,0,0,0
What does Molto have to do with this ?,1,0,0,0,0
What else could I do ?,1,0,0,0,0
What for ?,1,0,0,0,0
What good is that gonna do if the people who run this government don't have access to the programs ?,1,0,0,0,0
"What I mean is , if you were gonna tell everybody I'm a hooker , - why didn't you let me wear my clothes ?",1,0,0,0,0
"What I see is what I see ... We'll do what we can , Mr. [PERSON] .",1,0,0,0,0
"What I'm saying is this aggression in [LOCATION] , by powers unknown , is a direct result of the uncertainty that our presidential situation has wrought .",1,0,0,0,0
What in the name of god is [PERSON] park doing in my office ?,1,0,0,0,0
"What is important about that action is that it was a number of Fortune companies telling that business , that they believe there is illegal conduct happening and they weren't gonna support it .",1,0,0,0,0
What is it to you if I leave ?,1,0,0,0,0
What is it you want ?,1,0,0,0,0
What is the matter with you ?,1,0,0,0,0
What is this ? My son needs his rest .,1,0,0,0,1
What is with you ? What goes with you ?,1,0,0,0,0
What is wrong with you ? Come on !,1,0,0,0,1
What kind of a deal is this ?,1,0,0,0,0
What kind of evil spirit are you !,1,0,0,0,0
"What money , asshole ?",1,0,0,0,0
What more do you want ?,1,0,0,0,0
What must it be before you're satisfied with it ?,1,0,0,0,0
What other reason could there be ?,1,0,0,0,0
What the devil have you been up to ?,1,0,0,0,0
What the fuck are they doing in there ?,1,0,0,0,1
What the fuck are you doing in my office ?,1,1,0,0,1
What the fuck are you doing with those ?,1,0,0,0,0
What the fuck are you on about ?,1,0,0,0,0
What the fuck are you trying to do ?,1,0,0,0,0
"What the fuck did you do , man ?",1,0,0,0,1
What the fuck is this ?,1,0,0,0,0
What the fuck man ?,1,0,0,0,0
What the fuck you doing ?,1,1,0,0,0
What the fuck you talkin' about ?,1,0,0,0,0
What the fuck ?,1,0,0,0,0
What the fuck ? !,1,0,0,0,1
What the fuck ... !,1,0,0,0,0
What the hell am I living around here for ? ,1,0,0,1,0
What the hell are we doing here ?,1,0,0,0,0
What the hell are we doing out here ?,1,1,0,0,1
What the hell are we supposed to do with these ?,1,0,0,0,0
What the hell are you doing ?,1,0,0,0,0
What the hell are you doing ? - [PERSON] !,1,0,0,0,1
What the hell are you talking about ? We had drinks last night .,1,0,0,0,1
What the hell are you trying to do to me ?,1,0,0,0,0
What the hell do you think that I do ?,1,0,0,0,0
What the hell do you want ?,1,0,0,0,0
What the hell does that mean ?,1,0,0,0,0
What the hell for ?,1,0,0,0,1
What the hell happened in there ?,1,0,0,0,1
"What the hell is going on here , [PERSON] ?",1,0,0,0,1
What the hell is going on here ?,1,0,0,0,1
What the hell is that ?,1,0,0,0,1
What the hell is the matter with you ?,1,0,0,0,0
"What the hell is this , [PERSON] ?",1,0,0,0,1
What the hell is this ?,1,0,0,0,0
What the hell you doing ?,1,0,0,0,0
What the hell ?,1,0,0,0,1
What the hell's going on here ?,1,0,0,0,1
What the hell's going on out there ?,1,0,0,0,0
What the hels going on ? ,1,0,0,0,0
What then ?,1,1,0,0,1
What they do with the tapes is their own business .,1,0,0,0,0
What was I supposed to think when you didn't come home ?,1,1,0,0,0
What you did to me all those years ago .,1,0,0,0,0
"What you got on me , Kid ?",1,0,0,0,0
What you have done ?,1,0,0,1,0
What you're dealing with is over your head .,1,0,0,0,0
"What , are you guys blind or something ?",1,0,0,0,0
What ? [PERSON] has an exemplary record with the bureau .,1,0,0,0,0
What ? Get off my coat !,1,1,0,0,0
What ? That I'm your little puppet ?,1,0,0,1,0
What'd you mean ? Kissing that bitch ?,1,0,0,0,0
What'd you wan na write that for ?,1,0,0,0,0
"What's biting you , [PERSON] ?",1,0,0,0,0
What's going on ? We need to talk . That's all .,1,0,0,0,0
What's got into you ?,1,0,0,0,1
What's he got to do with this thing ?,1,0,0,0,0
"What's it to you if I brought a woman , a man or a fuckin' Muscovy duck ?",1,0,0,0,0
What's it to you ?,1,0,0,0,0
What's keeping you ?,1,0,0,0,0
What's killing the children ?,1,1,0,1,0
"What's more to the point , that money was next year's budget for the Drug Rehabilitation Clinic .",1,0,0,1,0
What's that got to do with a train ?,1,0,0,0,1
What's that got to do with us ?,1,0,0,0,0
What's the deal here ? You used to work here or something ?,1,0,0,0,0
What's the matter with you two ?,1,1,0,0,0
"What's the matter with you , [PERSON] ?",1,0,0,0,0
What's the matter with you ?,1,0,0,0,0
What's this bullshit ?,1,0,0,0,0
What's your interest in this ?,1,0,0,0,0
"Whatever I lost , I lost a long time ago , and I don't plan on losing more .",1,0,0,1,0
Whatever .,1,0,0,0,0
When a threatening power lands in our capital we don't meet them with tea and cookies .,1,0,0,0,0
When are you gonna fight a real fighter ?,1,0,0,0,0
"When did you get a chance to do this , kid ?",1,0,0,0,1
"When I gave these files to her , they were in nice order .",1,0,0,0,1
"When I got back , we were short two blokes ' rations .",1,0,0,0,1
"When I was in the corps , I was olive drab , or camouflage , or dress blues or whatever was the fucking uniform of the day .",1,0,0,0,0
"When Mr [PERSON]'s feet hurt , he drives the whole house crazy .",1,0,0,0,0
"When that monster makes a run for it tonight , you'll be in deep trouble",1,0,0,0,0
"When the boat seemed a safe distance from the shore , I took a spike , and drove it again and again through the planking of the hull .",1,0,0,0,0
When were you going to give the money to the community ?,1,0,0,0,0
"Where are you going , man ? - I was gonna sit -- I'm gonna sit down .",1,1,0,0,0
Where are you going ?,1,0,0,0,1
Where do you think I've been ?,1,0,0,0,0
Where exactly do you live ? Nowhere .,1,0,0,0,0
Where in the hell is justice ?,1,0,0,0,0
Where the fuck is he ? [PERSON] !,1,1,0,0,1
Where the hell are they ?,1,0,0,0,0
Where the hell do you think you're going ?,1,0,0,0,0
Where the hell is Special Weapons ?,1,0,0,0,0
Where the hell where you all night ?,1,0,0,0,0
Where's [PERSON] ? Who cares ?,1,0,0,0,0
"Where's the bullets for this gun , man ?",1,0,0,0,1
"Where's the chief , ? Do not get smart with me !",1,0,0,0,0
Where's the money ?,1,0,0,0,0
Whether I call you [PERSON] -[PERSON] or Windy there's no need to be bashful,1,0,0,0,0
Whether or not you're handicapped .,1,0,0,0,0
Which hedgehog ?,1,0,0,0,0
which makes twice today .,1,0,0,0,0
While you try to steal my money the union accepts an offer from [PERSON] .,1,0,0,0,0
"While you two pricks are congratulating yourselves , you better realize maybe you put [PERSON]'s neck in it .",1,1,0,0,0
Who are we gonna beat playing like that ?,1,0,0,1,0
Who are you ?,1,0,0,0,0
Who cares where he's going anyway ?,1,0,0,0,0
"Who cares , we're getting outta here .",1,0,0,0,0
Who dares to ....,1,0,0,0,0
Who do you think you are butting in like this ?,1,0,0,0,0
"Who do you think you're punishing , huh ?",1,0,0,0,0
Who do you think you're talking to . Shut up and go back to work .,1,0,0,0,0
Who gave you this idea ?,1,0,0,0,0
Who in the hell you looking for ?,1,0,0,0,0
Who in the world can do that ?,1,0,0,0,1
Who killed the music ?,1,0,0,0,0
Who knows ?,1,0,0,0,0
"Who says ? - It's just so , [PERSON] !",1,0,0,0,0
Who sent you ? - Fuck you .,1,0,0,0,0
Who the hell are you to ask all these questions ?,1,0,0,0,0
Who the hell are you working for ?,1,0,0,0,0
"Who the hell asked you anyways , huh ? - Shut up !",1,0,0,0,0
Who the hell is that ?,1,0,0,0,0
Who took the Scotch from my closet ?,1,0,0,0,0
Who was it ?,1,0,0,0,0
Who you looking at ?,1,0,0,0,0
"Who you think you're messing with , you dumb animal ?",1,0,0,0,0
"Who you trying to kid , sister ?",1,0,0,0,0
Whoever killed him's gonna pay .,1,0,0,0,0
Why are you doing this to yourself ?,1,0,0,0,1
Why are you laughing ?,1,0,0,0,1
Why are you looking at me ?,1,0,0,0,0
Why are you so angry ?,1,0,0,0,0
Why aren't you working ?,1,0,0,0,0
Why can't this guy stay on the ground ?,1,0,0,0,0
Why did you say [PERSON]'s better ?,1,0,0,1,0
Why did you take him then with me ?,1,0,0,1,1
Why did you turn away from me ?,1,1,0,0,0
Why didn't you help me ?,1,0,0,0,0
Why didn't you tell me before my wife left ?,1,0,0,0,0
Why didn't you tell me before ?,1,0,0,0,0
Why didn't you think of that ?,1,0,0,1,1
Why do men think marriage is the only thing we want ?,1,0,0,1,0
Why do you hate everybody ?,1,0,0,1,1
Why do You have to make everything so bloody difficult ?,1,0,0,0,0
Why do you want to kill all my friends ?,1,1,0,1,0
Why don't you back the hell off of her ?,1,0,0,0,0
Why don't you both shut up ?,1,0,0,0,0
Why don't you just get out of here .,1,0,0,0,0
Why don't you just hit me in the head with a hammer ?,1,0,0,1,0
Why don't you just let us get on with our job ?,1,0,0,0,0
Why don't you keep out of this ?,1,0,0,0,0
Why don't you kill him .,1,0,0,0,0
Why don't you leave me alone when I'm sleeping ?,1,0,0,0,0
Why don't you like him ?,1,0,0,1,0
"Why don't you run on home , or you'll get hurt worse than before , [GAY SLUR] .",1,0,0,0,0
Why don't you shut the fuck up ?,1,0,0,0,0
Why don't you shut the hell up ! Crybaby .,1,0,0,0,0
Why don't you shut up and go back where you came from ?,1,0,0,0,0
Why don't you sit down and try not to waste my time ?,1,0,0,0,0
Why don't you tell the voters what you really plan on doing with this town ?,1,0,0,0,0
Why don't you  try it ? ,1,0,0,0,0
Why even tell me about it ? Because I needed to tell you !,1,0,0,0,0
Why I bother to look so good when there's no one here to admire the end product is beyond me . Know what I mean ?,1,0,0,1,0
Why in the hell didn't you blow those things when you had the chance ?,1,0,0,0,0
Why is she still walking around ?,1,0,0,0,0
Why must I always be the one who puts the cat out .,1,0,0,0,0
Why not believe me ?,1,0,0,0,0
Why should I answer ?,1,0,0,0,0
Why should I give a crap ?,1,0,0,0,0
Why should I turn this bank over to anybody else ?,1,0,0,0,0
Why the hell did you think that was an appropriate thing to do ?,1,0,0,0,0
Why the hell not ?,1,0,0,0,0
Why waste it on these stupid pets ?,1,0,0,0,0
Why were his fingerprints all over that goddamn glass ?,1,0,0,0,0
Why would a dumb Polack like you think he could outsmart someone like me ?,1,0,0,0,0
Why would a rival biker gang crash a bar full of [LOCATION] ?,1,0,0,0,1
Why would anyone recognize me ?,1,0,0,1,0
Why would she come here at all ?,1,0,0,0,0
Why you got ta shout ?,1,0,0,0,0
Why you raising ' up a lady's hopes like that ?,1,0,0,0,0
"Why , what is the matter with you ?",1,0,0,0,0
"Why , you want a road trip ?",1,0,0,0,0
Will somebody shut him up ?,1,0,0,0,0
Will you get out of here !,1,0,0,0,0
Will you get that freaking nut job off my back ?,1,0,0,0,0
Will you let go of me !,1,0,0,0,0
Will you let me sleep ?,1,0,0,0,0
Will you please stop telling me how to run my life for a couple of minutes ?,1,0,0,0,0
Will you shut up about the Army ?,1,0,0,0,0
Will you shut up ?,1,0,0,0,0
"[PERSON] , don't .",1,0,0,0,0
"[PERSON] , it's getting late .",1,0,0,0,0
"With her , it would be marriage or nothing , and that's out of the question .",1,0,0,0,0
With you guys it's always bad timing .,1,0,0,1,0
"With your popularity , you'd be out in no time .",1,0,0,0,0
Would you have preferred the Verua kill me ?,1,0,0,1,1
Would you stop harrassing her ?,1,0,0,0,0
Would you stop harrassing her ? But if you'll let me point out that my client's mental state ...,1,0,0,0,0
WTF . What am I supposed to do about the tour guide ?,1,1,0,0,1
"Yeah , but you're fucking doing it .",1,0,0,0,0
"Yeah , call the cops .",1,0,0,0,0
"Yeah , do you mind ?",1,0,0,0,0
"Yeah , I mind .",1,0,0,0,0
"Yeah , I think you would be decent , With all that account balance bullshit .",1,0,0,0,0
"Yeah , like what ?",1,0,0,0,1
"Yeah , mind your own business .",1,0,0,0,0
"Yeah , screw them .",1,0,0,0,0
"Yeah , we got unfinished business ! Her and me .",1,0,0,0,0
"Yeah , well , she's out of town right now .",1,0,0,0,0
"Yeah , well , we're going . - Not with you !",1,0,0,0,1
"Yeah , well , who knew ? - God damn .",1,0,0,0,0
"Yeah , yeah , I got the horse all picked out to buy the ... we actually reached this turn in the road .",1,0,0,0,0
"Yeah , yeah , yeah .",1,0,0,0,0
"Yeah , you fucking coward !",1,0,0,0,0
"Yeah , you're just kidding .",1,0,0,0,0
Yeah ! Yeah ... Yes !,1,0,1,0,0
"Yeah ? The last time you assured me , I lost good men in the [LOCATION] .",1,0,0,1,0
"Yeah . Well , [PERSON] is the only name we've got .",1,0,0,1,0
"Yes , but he went off without me , didn't he ?",1,0,0,1,0
"Yes , but the soup bowl of coffee it was so completely crushed that there was no possibility of analysing his content .",1,0,0,0,0
"Yes , I do . - No , you can't !",1,0,0,0,0
"Yes , I want you must call the My husband's family .",1,0,1,0,0
"Yes , I'm talking about honour , not ideology .",1,0,0,0,0
"Yes , tell him I'm in the middle of an important phone call .",1,0,0,0,0
"Yes , you may think that we're distracted , but don't fool yourself .",1,0,0,0,0
Yes ? What is it ?,1,0,0,0,0
"Yes . And a bit more of a smile , please .",1,0,0,0,0
Yet you let [PERSON] know you'd drag it in at any opportunity .,1,0,0,0,0
You ain't built for no fucking place like this !,1,0,0,0,0
You ain't calling the tune !,1,0,0,0,0
You ain't gonna get nobody to come out here .,1,0,0,0,0
You ain't gonna take no car .,1,0,0,0,0
"You ain't very friendly , are you ?",1,0,0,0,0
You always blame me !,1,0,0,0,0
You and that damn book .,1,0,0,0,0
You are fake news .,1,0,0,0,0
"You are from the warship that attacked me , are you not ?",1,0,0,0,0
You are in charge .,1,0,0,0,0
You are in trouble !,1,0,0,0,0
You are just one too many !,1,0,0,0,0
You are not going !,1,0,0,0,0
You are so infuriating .,1,0,0,0,0
"You are too outspoken , brother .",1,0,0,0,0
"You are wrong , [PERSON] .",1,0,0,0,0
"You aren't one of them , are you ?",1,1,0,0,0
You asked for second helpings .,1,0,0,0,0
You bastard !,1,0,0,0,0
You been busy with these dickheads .,1,0,0,0,0
You better be careful .,1,0,0,0,0
"You better be home tonight , you [GAY SLUR] .",1,0,0,0,0
You better carry that around with you all the time .,1,0,0,0,0
"You better start reforming , [PERSON] .",1,0,0,0,0
"You better straighten your tie , [PERSON] ! Or poppa'll spank you !",1,0,0,0,0
You better talk to her now .,1,0,0,0,0
You big pussy !,1,0,0,0,0
You bloody liar !,1,0,0,0,0
You break the brake .,1,0,0,0,0
You bring him !,1,0,0,0,0
You British insult easy . Can't catch one of these cruds passing up a buck .,1,0,0,0,0
"You call this a tip , you cheap bastard ? !",1,0,0,0,0
You came to tell me you refuse to publish me ?,1,1,0,1,0
"You can always find somebody to set you up , right ?",1,0,0,0,0
"You can beat it out of me , but it won't do you any good .",1,0,0,0,0
"You can call it an immigration if you want to , [PERSON] .",1,0,0,0,0
You can Do better .,1,0,1,0,0
You can give me two dollars extra for making me nervous .,1,0,0,0,0
You can hardly expect the jury to believe that a woman in love doesn't attempt to meet her lover .,1,0,0,0,0
You can keep 'em !,1,0,0,0,0
You can put that away .,1,0,0,0,0
You can say that again .,1,0,0,0,0
You can still climb in that kiddie car and take a hike ... unless you can fight better than you can drive !,1,0,0,0,1
You can tell him that for the both of us !,1,0,0,0,0
You can tell the [LOCATION] that's just the beginning !,1,0,0,0,0
You can't arrest me here .,1,0,0,0,0
You can't buy people's souls .,1,0,0,0,0
You can't charge me for directions .,1,0,0,0,0
You can't come in .,1,0,0,0,0
You can't come to my magic show .,1,0,0,0,0
You can't do that to him .,1,0,0,0,0
You can't do this ...,1,0,0,0,0
You can't drive and shoot .,1,0,0,0,0
You can't even call ? We'll be stashed away .,1,0,0,0,0
"You can't go around hurting people like that , Comrade [PERSON] .",1,0,0,0,0
You can't go !,1,0,0,0,0
You can't guarantee our luggage !,1,0,0,0,0
"You can't hide a corpse , [PERSON] .",1,0,0,0,0
You can't hold me without a warrant .,1,0,0,0,0
You can't hurt him like this .,1,0,0,0,0
You can't just run off .,1,0,0,0,0
You can't land here without written permission !,1,0,0,0,0
You can't leave me with Ma !,1,0,0,0,0
You can't let radarjockeys push you around . Leave it to me .,1,0,0,0,0
You can't order me to do that .,1,0,0,0,0
You can't see him because you're not dead yet .,1,0,0,0,0
You can't sit . Not till you pay the fare .,1,0,0,0,0
"You can't take a bill nobody's heard of and discuss it among 96 , men .",1,0,0,0,0
You can't take the car !,1,0,0,0,0
You can't .,1,1,0,0,0
You can not kill a man's family and talk about human rights .,1,0,0,0,0
You can not rent a prince .,1,0,0,0,0
You certainly are !,1,0,0,0,0
You come from somewhere and you're trying to make nothing out of yours .,1,0,0,0,0
You could have alerted us !,1,0,0,0,0
You damn fool ! I told you to get off this case !,1,0,0,0,0
You damn near broke my arm .,1,0,0,0,0
You damned near got us all killed .,1,0,0,0,0
You dare take that tone with me ?,1,0,0,0,0
You did . You killed your wife . You killed benham .,1,0,0,0,0
You didn't have to do that .,1,0,0,0,0
You didn't say grace .,1,0,0,0,0
"You didn't think I was dead , too , did you ? [PERSON] .",1,0,0,0,1
You dirty rat .,1,0,0,0,0
You do as I say or the pig dies .,1,0,0,0,0
"You do it again , and you lose a limb .",1,1,0,0,0
You do me an injustice .,1,0,0,0,0
"You don't get it , do you ?",1,0,0,0,0
You don't have a boy !,1,0,0,0,0
"You don't have to believe it , honey , just act it .",1,0,0,0,0
You don't know a damn thing about soldiering .,1,0,0,0,0
You don't know him like I do .,1,0,0,0,0
You don't know how to train ?,1,0,0,0,1
You don't know me .,1,0,0,0,0
You don't park here either .,1,0,0,0,0
You don't see what's happening .,1,0,0,0,0
You don't think I can smell it ?,1,0,0,0,0
You don't understand .,1,0,0,1,0
You don't understand . - I do understand .,1,0,0,0,0
"You dress like this , you attract attention to me .",1,0,0,0,0
"you ever make me look stupid , you're dead .",1,0,0,0,0
"You ever make me look stupid , you're dead .",1,0,0,0,0
You expect us to stand all the way ?,1,0,0,0,0
You feel qualified ?,1,0,0,0,0
You fucking double - crossing gringo pig bastard !,1,0,0,0,0
You fucking lied to [PERSON] . - l didn't lie to him .,1,0,0,0,0
You fucking little douchebag .,1,0,0,0,0
You gave him a plane without checking with Operations ?,1,0,0,0,0
"You get in trouble over there , and I'd have a hell of a time gettin' you out .",1,0,0,0,0
"You get in your compartment , shut the door and lock it .",1,0,0,0,0
You get lost ?,1,0,0,0,1
You get out tomorrow !,1,0,0,0,0
"You get your ass over there , Gate .",1,0,0,0,0
You give me no choice but to ground you .,1,1,0,0,0
You go find it .,1,0,0,0,0
You go to the embassy !,1,0,0,0,0
You go when I tell you to go .,1,0,0,0,0
"You gonna call me a frequent flier , too ? Who called you a frequent flier ? I heard one of the nurses say that about me outside .",1,0,0,0,0
You gonna invite us in ?,1,0,0,0,0
You gonna knock off a police lieutenant ?,1,0,0,0,0
"You got a badge and a gun but you're still a punk so shut up - - [PERSON] , please !",1,0,0,0,0
You got a big mouth . At least you can put it to good use on the witness stand .,1,0,0,0,0
You got a big nose and you're sticking it too far in my business .,1,0,0,0,0
You got me down in this goddamn water .,1,0,0,0,0
"You got my respect and silence , [PERSON] , okay ?",1,1,0,0,0
You got something to say about our plan ?,1,0,0,0,0
You got that ?,1,0,0,0,0
You got to get me out of this mess !,1,0,0,0,0
"You got to kill him , [PERSON] , now !",1,0,0,0,0
You got ta be joking . - I neverjoke about money .,1,0,0,0,1
"You got ta get these emotions under control , son .",1,0,0,0,0
"You have a first name , haven't you ?",1,0,0,0,0
You have any idea what you're doing to that poor woman ?,1,0,0,0,0
You have been making things terribly difficult for Colonel [PERSON] .,1,0,0,0,0
You have destroyed our refuge .,1,0,0,1,0
You have no right .,1,0,0,0,0
You have no way of knowing the way that I think .,1,0,0,0,0
You have one minute .,1,0,0,0,0
You have to have enough imagination to visualize the crime .,1,0,0,0,0
You haven't bothered to find out ?,1,0,0,0,0
You haven't touched a thing .,1,0,0,0,0
You hear me ?,1,0,0,0,0
You heard what she said .,1,0,0,0,0
You hit me again and I'm gonna rip your face off .,1,0,0,0,0
You hurt me . Yes .,1,0,0,1,0
You idiot .,1,0,0,0,0
You just go .,1,0,0,1,0
You just made it up .,1,0,0,0,0
You just wait .,1,0,0,0,0
You knew nothing about DeVriess and you know even less about [PERSON] .,1,0,0,0,0
You knew that file didn't have a damn thing to do with my case .,1,0,0,0,0
"You knew when I point blank asked you , and you lied to me about it .",1,0,0,1,0
You know he's got the missiles . I know he's got the missiles .,1,0,0,0,0
"You know how long l've been looking for you , you spic fink ?",1,0,0,0,0
You know I am obliged to report you to the authorities .,1,0,0,0,0
You know I don't understand that shit .,1,0,0,0,0
"You know I'm gonna be the president , right ?",1,0,0,0,0
"You know I've been in situations , where , like , I've been shot at . You realize that , right ?",1,0,0,1,0
You know the rules about smoking .,1,0,0,0,0
You know this guy !,1,0,0,0,0
You know what I'm asking .,1,0,0,0,0
You know what ? It doesn't even matter . Because I'm taking over .,1,0,0,0,0
You know what's gonna happen to you if you don't surrender !,1,0,0,0,0
"You know , I'm not responsible for the complications of international law .",1,0,0,0,0
"You know , maybe it's better you're not staying here .",1,0,0,0,0
"You know , ten Colombians and Scorpios armed to fuck all .",1,1,0,0,0
"You know , the four fragile fingers , and the long arm , real short joint .",1,0,0,0,0
"You know , we knew you was a punk then , but you're being a punk now .",1,0,0,0,1
"You know , you can't actually think .",1,0,0,0,0
"You know , you could pay me . That's one way to break the ice . Oh , yeah , I'm sorry .",1,0,0,0,0
"You know , you remind me more and more of my first husband .",1,0,1,0,1
"You know , you - you could get hurt . You shouldn't go around robbing people . You could go to jail .",1,1,0,1,0
"You know , you're expecting too much from that formula of B - 4 , Mr Oxly .",1,0,0,0,0
"You know , you're in over your head as it is .",1,0,0,0,0
You leave that door open !,1,0,0,0,0
"You let me down , [PERSON] .",1,0,0,1,1
You listen to me .,1,0,0,0,0
You little bastard .,1,0,0,0,0
You little spying ' hyena . Did the professor put you up to this ?,1,1,0,0,0
You look like someone who could use a couple of hours ' sleep .,1,0,0,0,0
You looking for a fight ? You looking for a rush ?,1,0,0,0,0
"You made a big mistake , [PERSON] .",1,0,0,1,0
You made me give up my secrets when I was feeling particularly vulnerable .,1,0,0,1,0
You made the appointment without me .,1,0,0,0,0
You made the spell and you can undo it !,1,0,0,0,0
You may believe what you like .,1,0,0,0,0
You may have overlooked the fact that the use of officers for labour is expressly forbidden by the Geneva Convention .,1,0,0,0,0
"You may not suspect it , but I'm still attractive to some .",1,0,0,0,0
You mean I can't have me no credit to grow me no crop this year ?,1,0,0,0,0
You mean you weren't sure if I was ever coming in again .,1,0,0,0,0
"You mean , a little kid kinda boy ?",1,0,0,0,0
"You mess with him , we mess with you !",1,0,0,0,0
You might as well dump it !,1,0,0,0,0
You mind your own business .,1,0,0,0,0
"You must never do anything like that again , ever .",1,0,0,0,0
You must not do this thing to him .,1,0,0,0,0
You mustn't speak to Little Big Man like that .,1,0,0,0,0
You naughty boys .,1,0,0,0,0
You need a good pop on the butt like I used to give your mother !,1,0,0,0,0
You never said a goddamn word about a tilting hydraulic body .  ,1,0,0,0,0
You never stood a chance .,1,0,0,0,0
You ought to be shown up .,1,0,0,0,0
"You people can either help me , or stay the hell out of my way .",1,0,0,0,0
You place an absurd value On the cheapest of human commodities .,1,0,0,0,1
"You play , you pay .",1,0,0,0,0
You poor son of a bitch .,1,0,0,0,0
"You pretend to raise money for the little league , and the whole community should lighten up ?",1,0,0,0,0
You protest too much .,1,0,0,0,0
You proud to have that animal for kin ?,1,0,0,0,0
"You pull one thing , you're out .",1,0,0,0,0
You put asses into seats .,1,0,0,0,0
"You put my eye out , you bitches !",1,0,0,0,0
You put your head in the sand .,1,0,0,0,0
You question the judge's integrity ?,1,0,0,0,1
You rat !,1,0,0,0,0
You realize your contacting the saucer violated our instructions .,1,0,0,0,0
"You really think you know what's best for us , [PERSON] ?",1,0,0,0,0
You return to the front of your army .,1,0,0,0,0
You run into him on the daisy chain you tell him I want to see him . Comprende ?,1,0,0,0,0
You said the party's over .,1,0,0,0,0
"You saw that coming , did you ?",1,0,0,0,1
You say you're sorry and we'll let you go .,1,0,0,0,0
You saying I got no brains ?,1,0,0,0,0
You scared me .,1,1,0,1,0
You see murder ! You see guts !,1,1,0,0,0
You see what he did to Miss [PERSON]'s shirt ?,1,0,0,1,0
"You see , they ask a lot of dumb questions about what it's like being a black policeman . Shit like that .",1,0,0,0,0
You should have killed me when you had the chance .,1,0,0,0,0
You should have learned by now !,1,0,0,0,0
You should have thought of that before you left the house .,1,0,0,0,0
"You should've been there , [PERSON] .",1,0,0,1,0
You shouldn't be in here .,1,0,0,0,0
You shouldn't fool with that .,1,0,0,0,0
"You shut up , Dude , and listen to me .",1,0,0,0,0
You shut up !,1,0,0,0,0
You skip meetings I'm supposed to go to .,1,0,0,0,0
You son of a bitch !,1,0,0,0,0
You son of a bitch .,1,0,0,0,0
You son of a bitch . You amended the charges to intent ?,1,0,0,0,0
You stay away from my baby .,1,0,0,0,0
You stay out of my way .,1,0,0,0,0
You stay out of this !,1,0,0,0,0
You stay out of this .,1,0,0,0,0
"You stool for him , fuck .",1,0,0,0,0
You stupid cow !,1,0,0,0,0
You stupid lizard ! Get off me !,1,0,0,0,0
You stupid ...,1,0,0,0,0
You tell her .,1,0,0,0,0
You think I don't know why you got me down here on this cockamamie case ?,1,0,0,0,0
You think I got this job because I fucked some fat - cat friend of [PERSON]'s .,1,0,0,0,0
You think I was born yesterday ?,1,0,0,0,0
You think I'm dumb enough to give myself up to the T - men ?,1,0,0,0,0
You think it's a good idea to hand me an ax right now ?,1,0,0,0,0
You think of me as sort of a cross between your wife and your mother .,1,0,0,0,0
"You think that's gonna fix it , huh ?",1,0,0,0,0
You think top gun up there will be able to tell if somebody's following us ?,1,1,0,0,1
You think you're my boss ?,1,0,0,0,1
You think you're the only guy in this paw that wants out ?,1,0,0,0,0
"You thought you done good , she'll get us all killed .",1,0,0,0,0
You threatened her if she told me .,1,0,0,0,0
You told [PERSON] ?,1,0,0,0,0
"You too , buster , no sense in us all goin' noble .",1,0,0,0,0
"You took away my czar , my country , my people .",1,0,0,0,0
You took her from my house last night !,1,0,0,0,0
You took him !,1,0,0,1,1
"You took money from me when I was playing , when I was winning .",1,0,0,0,0
You took the bread out of half the mouths of [LOCATION] .,1,1,0,0,0
You touch [PERSON] again and I'll kill you .,1,0,0,0,0
You understand ?,1,0,0,0,1
You wait till you see what I do to him !,1,0,0,0,0
"You wan na fire me , fire me .",1,0,0,0,0
"You wan na help me make dinner ? - Uh , no !",1,0,0,0,0
You wan na help me ? - I'm driving .,1,0,0,0,0
"You wan na stay out of prison , right ?",1,0,0,0,0
You wan na teach me how to handle my own daughter ?,1,0,0,0,0
You want a baby - sitter ?,1,0,0,0,1
"You want me to think that you don't want me to go down there , but the subtle truth is you really don't want me to go down there .",1,0,0,0,0
"You want to come into this house , you ring the damn bell !",1,0,0,0,0
You want to give her another shot at him ?,1,0,0,0,0
You want to hurt me ? You already did .,1,0,0,1,0
You want to kill yourself ... fine with me .,1,0,0,1,0
"You want to know what a real criminal is , [PERSON] ?",1,0,0,0,0
